station,date,decimal_year,mjd,e_mm,n_mm,u_mm,sig_e,sig_n,sig_u,e_vel_mmday,n_vel_mmday,u_vel_mmday,h_vel_mmday,zscore_e,zscore_n,zscore_u,anomaly_e,anomaly_n,anomaly_u,anomaly_any,risk_level,risk_score,lat,lon
NTUS,1997-10-16,1997.7906,50737,-728.676,394.537,405.338,1.492,1.406,6.323,0.9582,-0.9951,-1.4971,1.3815,0.708,1.079,0.53,NORMAL,NORMAL,NORMAL,NO,LOW,15.5,1.345802,103.679956
NTUS,1997-10-17,1997.7933,50738,-721.993,404.788,420.255,1.636,1.433,6.902,1.5996,0.5932,1.5908,1.706,2.275,2.309,1.479,NORMAL,NORMAL,NORMAL,NO,LOW,18.4,1.345802,103.679956
NTUS,1997-10-18,1997.796,50739,-722.129,396.527,394.37,1.598,1.436,7.426,1.5592,0.2594,0.6267,1.5807,2.268,0.409,1.981,NORMAL,NORMAL,NORMAL,NO,LOW,14.5,1.345802,103.679956
NTUS,1997-10-19,1997.7988,50740,-726.108,403.414,406.212,1.45,1.494,7.925,0.5583,0.952,1.8757,1.1037,1.17,1.726,0.354,NORMAL,NORMAL,NORMAL,NO,LOW,14.5,1.345802,103.679956
NTUS,1997-10-20,1997.8015,50741,-709.199,396.257,388.486,1.793,1.352,7.005,1.4862,0.7564,-0.168,1.6676,4.833,0.469,2.497,ANOMALY,NORMAL,NORMAL,YES,MEDIUM,33.8,1.345802,103.679956
NTUS,1997-10-21,1997.8042,50742,-723.841,396.582,402.08,1.572,1.335,6.536,1.3237,1.0303,-0.6741,1.6775,1.09,0.332,0.668,NORMAL,NORMAL,NORMAL,NO,LOW,15.4,1.345802,103.679956
NTUS,1997-10-22,1997.807,50743,-725.272,398.165,412.943,1.415,1.3,6.971,0.5276,0.5612,-0.9705,0.7703,0.786,0.177,0.642,NORMAL,NORMAL,NORMAL,NO,LOW,9.1,1.345802,103.679956
NTUS,1997-10-23,1997.8097,50744,-725.878,396.499,404.831,1.884,1.539,8.121,0.1781,-0.314,-0.4132,0.361,0.672,0.306,0.299,NORMAL,NORMAL,NORMAL,NO,LOW,4.1,1.345802,103.679956
NTUS,1997-10-24,1997.8125,50745,-735.384,395.03,416.216,1.755,1.538,8.033,-1.4835,-0.9984,0.6883,1.7882,0.944,0.742,1.101,NORMAL,NORMAL,NORMAL,NO,LOW,16.4,1.345802,103.679955
NTUS,1997-10-25,1997.8152,50746,-725.625,401.058,404.218,1.774,1.573,7.23,-1.4562,-0.094,2.1292,1.4592,0.676,1.117,0.319,NORMAL,NORMAL,NORMAL,NO,LOW,18.1,1.345802,103.679956
NTUS,1997-10-26,1997.8179,50747,-732.773,394.949,403.158,1.585,1.535,7.997,-1.9526,-0.4949,1.0902,2.0144,0.519,0.755,0.448,NORMAL,NORMAL,NORMAL,NO,MEDIUM,19.4,1.345802,103.679955
NTUS,1997-10-27,1997.8207,50748,-732.425,404.041,430.701,1.344,1.36,6.703,-2.5929,0.6373,3.406,2.6701,0.474,1.992,3.055,NORMAL,NORMAL,ANOMALY,YES,MEDIUM,51.6,1.345802,103.679955
NTUS,1997-10-28,1997.8234,50749,-736.285,394.307,390.295,1.839,1.672,9.475,-1.5928,0.1766,-0.1276,1.6026,1.108,0.889,1.867,NORMAL,NORMAL,NORMAL,NO,LOW,13.2,1.345802,103.679955
NTUS,1997-10-29,1997.8261,50750,-724.337,399.395,408.851,2.013,1.55,7.947,-0.521,0.2211,-0.7015,0.5659,0.843,0.609,0.241,NORMAL,NORMAL,NORMAL,NO,LOW,6.6,1.345802,103.679956
NTUS,1997-10-30,1997.8289,50751,-735.042,394.449,394.457,1.347,1.33,7.127,-0.4827,-0.0439,-1.4722,0.4847,0.994,0.818,1.273,NORMAL,NORMAL,NORMAL,NO,LOW,8.3,1.345802,103.679955
NTUS,1997-10-31,1997.8316,50752,-736.26,393.033,400.731,1.558,1.565,7.955,-0.3782,-0.5169,-2.1491,0.6405,1.135,1.184,0.523,NORMAL,NORMAL,NORMAL,NO,LOW,11.6,1.345802,103.679955
NTUS,1997-11-01,1997.8344,50753,-729.317,398.638,394.605,1.66,1.389,7.153,-0.4665,-0.5977,-2.0191,0.7582,0.014,0.426,1.142,NORMAL,NORMAL,NORMAL,NO,LOW,12.1,1.345802,103.679956
NTUS,1997-11-02,1997.8371,50754,-731.334,400.164,399.025,1.489,1.357,6.584,0.1784,0.0086,-2.2916,0.1786,0.351,0.808,0.635,NORMAL,NORMAL,NORMAL,NO,LOW,8.3,1.345802,103.679956
NTUS,1997-11-03,1997.8398,50755,-728.837,399.783,391.997,1.694,1.448,6.852,0.4013,-0.0501,-3.1398,0.4045,0.042,0.676,1.322,NORMAL,NORMAL,NORMAL,NO,LOW,12.7,1.345802,103.679956
NTUS,1997-11-04,1997.8426,50756,-730.199,401.612,393.647,1.442,1.3,6.451,0.4544,0.9027,-0.6337,1.0106,0.21,1.141,1.077,NORMAL,NORMAL,NORMAL,NO,LOW,10.0,1.345802,103.679956
NTUS,1997-11-05,1997.8453,50757,-728.348,397.687,395.56,1.409,1.335,7.238,0.1951,0.5433,-1.4151,0.5773,0.069,0.049,0.825,NORMAL,NORMAL,NORMAL,NO,LOW,8.9,1.345802,103.679956
NTUS,1997-11-11,1997.8617,50763,-733.424,397.717,403.141,1.586,1.352,6.809,0.604,0.651,0.298,0.8881,0.883,0.068,0.047,NORMAL,NORMAL,NORMAL,NO,LOW,8.0,1.345802,103.679955
NTUS,1997-11-12,1997.8645,50764,-736.595,399.995,399.007,1.335,1.301,6.992,-0.182,0.4587,0.2603,0.4934,1.432,0.676,0.432,NORMAL,NORMAL,NORMAL,NO,LOW,4.7,1.345802,103.679955
NTUS,1997-11-13,1997.8672,50765,-734.718,396.595,407.771,1.418,1.476,6.961,-0.905,-0.3008,1.5169,0.9537,1.023,0.275,0.488,NORMAL,NORMAL,NORMAL,NO,LOW,12.2,1.345802,103.679955
NTUS,1997-11-14,1997.87,50766,-728.271,399.005,412.402,1.537,1.309,6.566,-0.3837,-0.3437,2.3354,0.5151,0.12,0.451,1.045,NORMAL,NORMAL,NORMAL,NO,LOW,11.1,1.345802,103.679956
NTUS,1997-11-15,1997.8727,50767,-731.098,397.99,406.072,1.392,1.201,6.397,-0.3389,-0.3165,2.6762,0.4637,0.391,0.105,0.337,NORMAL,NORMAL,NORMAL,NO,LOW,11.7,1.345802,103.679956
NTUS,1997-11-16,1997.8754,50768,-728.803,404.897,402.061,1.513,1.214,6.623,0.159,0.2973,1.762,0.3372,0.032,2.106,0.058,NORMAL,NORMAL,NORMAL,NO,LOW,8.0,1.345802,103.679956
NTUS,1997-11-17,1997.8782,50769,-733.068,395.458,413.154,1.363,1.248,6.145,0.1548,0.1987,1.7093,0.2519,0.788,0.682,1.095,NORMAL,NORMAL,NORMAL,NO,LOW,7.1,1.345802,103.679955
NTUS,1997-11-18,1997.8809,50770,-731.665,401.381,394.903,1.454,1.317,7.286,0.5341,0.3197,-0.1237,0.6225,0.488,0.978,0.9,NORMAL,NORMAL,NORMAL,NO,LOW,5.4,1.345802,103.679956
NTUS,1997-11-19,1997.8836,50771,-731.273,397.328,396.537,1.271,1.266,6.754,0.4812,0.0182,-0.9927,0.4816,0.399,0.232,0.752,NORMAL,NORMAL,NORMAL,NO,LOW,6.8,1.345802,103.679956
NTUS,1997-11-20,1997.8864,50772,-732.018,398.084,401.232,1.482,1.317,6.85,-0.0247,0.033,-1.7561,0.0412,0.491,0.092,0.2,NORMAL,NORMAL,NORMAL,NO,LOW,5.6,1.345802,103.679956
NTUS,1997-11-21,1997.8891,50773,-730.909,396.132,397.437,1.751,1.524,7.903,-0.3461,-0.4336,-1.9497,0.5548,0.272,0.761,0.592,NORMAL,NORMAL,NORMAL,NO,LOW,10.3,1.345802,103.679956
